"id","issue_count","issues"
"san_doria_the_second_walk","29","desc_truncated: 'The kirin tethers both arms and spawns two line AoE telegraphs that run north to south. After these initial AoEs resolve, they will be transferred ove...' | desc_truncated: 'The kirin will tether an arm and spawn a circle AoE telegraph to its left or right, based on the cast. This is followed with a late telegraphed massiv...' | desc_truncated: '/ Double Wringer / Smiting (Left/Right) Sequence: The boss will display two AoE telegraphs originating from it (lines, centered point-blank, off-cente...' | desc_truncated: '***If the AoE sequence is point-blank then lines, players would first move away from the boss, then go east-west in max melee range, and finally the m...' | desc_truncated: 'The AoE sequence is an offset circle AoE followed by a point-blank AoE. Dodge circle, then be away from both the boss and the first tethered, arm, the...' | desc_truncated: 'Four tankbuster towers will spawn. Alxaal will take one, meaning that the remaining 3 tanks will each need to take one. Each tank will receive the Fil...' | desc_truncated: 'Both hand adds become targetable, while raid-wide damage (Shockwave) periodically pulses. Both Chiseled Arms must be destroyed before this cast finish...' | desc_truncated: 'Ultima will use a telegraphed draw-in attack. Players should go to the opposite side of the arena to avoid being pushed off or use knockback immune. A...' | desc_truncated: 'Omega will flash three sets of red rectangular regions on the arena, indicating the location of AoEs, then execute the attacks. Immediately followed u...' | desc_truncated: 'Ultima will spawn a mirror panel on the arena at a 45 degree angle. It will then use an Energy Orb that hits the mirror, resulting in a follow-up line...' | desc_wiki_artifact (File:): 'Omega will give random players a 9-second File:Projection locus icon.png Projection Locus debuff. These players will flash a red circle AoE telegraph ...' | desc_truncated: 'Omega will give random players a 9-second File:Projection locus icon.png Projection Locus debuff. These players will flash a red circle AoE telegraph ...' | desc_truncated: 'Jump from the airship before it's reduced to ash! Ultima will forcibly pull all players towards it, briefly stun then, and both bosses will become unt...' | desc_truncated: 'Ultima will sequentially spawn four proximity AoE telegraphs, one near each corner of the arena, in a clockwise or counterclockwise fashion. Rotate wi...' | desc_truncated: 'Kam'lanaut will spawn a small point-blank AoE under him that will leave behind a persistent puddle, inflicting Bleeding Bleeding to anyone who steps i...' | desc_truncated: 'Spawns one of two patterns of elemental AoEs. The telegraphs matching the elements from previous Elemental Blade attack will enlarge significantly, so...' | desc_truncated: 'Telegraphed line AoE through Kam'lanaut and spawns numerous Sublime Estoc (sword) adds in it, pointing in one of two directions. Each sword will use a...' | desc_truncated: 'Telegraphed point-blank AoE. Kam'lanaut will rotate to face a new direction and immediately follow with a late telegraphed 180 degree frontal cleave, ...' | desc_truncated: 'Kam'lanaut will spawn three sets of expanding elemental circles originating from him. When the circle touches a crystal matching its element, the crys...' | desc_truncated: 'Kam'lanaut will spawn three untargetable clones of himself, each of which will use a late telegraphed line AoE (Illumed Estoc) roughly through where t...' | desc_truncated: 'Telegraphed radial knockback from the center, dealing physical damage. All players should either use knockback immune or position to be knocked back t...' | desc_truncated: 'Similar to before, but Kam'lanaut now imbues three instead of two elements, causing three AoE telegraphs to enlarge. For the cones pattern, only one s...' | desc_truncated: 'Will spawn only two clones, but their line AoEs will both intersect his hitbox and cover two of the three prongs, so be out of it and position for the...' | desc_truncated: 'Five hits of magical raid-wide damage, places down red circle AoE telegraphs at various locations, and gives random players spread marker AoE telegrap...' | desc_truncated: 'Two red circles will spawn on the ground, one directly below the boss, and one on a random corner, indicating where Eald'narche will teleport to. Afte...' | desc_truncated: 'Spread marker AoEs on random players dealing magical damage and leaving behind crystal puddles that will detonate as late-telegraphed follow up AoEs o...' | desc_truncated: 'Spawns two plus telegraph tiles. However, one of the tiles will also be linked with the hole in the arena. The plus telegraph and the tile it is on wi...' | desc_truncated: 'Eald'narche will forcibly draw one player towards them and imprison them in a crystal, making them the target of a stack marker AoE dealing magical da...' | desc_truncated: 'Spawns several AoE telegraphs—multiple circle AoEs and a line AoE covering three tiles. In addition, either a proximity AoE in the middle or a draw-in...'"
"sastasha","3","boss_no_mnemonic: Chopper | boss_no_mnemonic: Captain Madison | boss_no_mnemonic: Denn the Orcatoothed"
"seat_of_sacrifice","1","boss_no_mnemonic: The Warrior of Light"
"seat_of_sacrifice_extreme","1","boss_no_mnemonic: The Warrior of Light"
"second_coil_of_bahamut_-_turn_1","3","desc_bad_start: '.' | desc_bad_start: '.' | desc_truncated: 'is cast, any Dark Matter Bulbs on the outside edge of the arena should be ignored, while ones in the center of the arena should be killed <u>immediate...'"
"second_coil_of_bahamut_-_turn_2","1","mnemonic_no_zh: '3）Renaud'"
"second_coil_of_bahamut_-_turn_3","1","boss_no_mnemonic: The Avatar"
"second_coil_of_bahamut_-_turn_4","4","mnemonic_no_zh: '3）Green Comet' | desc_bad_start: '.' | desc_bad_start: '.' | desc_bad_start: '.'"
"second_coil_of_bahamut_savage_-_turn_1","3","desc_bad_start: '.' | desc_bad_start: '.' | desc_truncated: 'is cast, any Dark Matter Bulbs on the outside edge of the arena should be ignored, while ones in the center of the arena should be killed <u>immediate...'"
"second_coil_of_bahamut_savage_-_turn_2","1","mnemonic_no_zh: '3）Renaud'"
"second_coil_of_bahamut_savage_-_turn_3","1","boss_no_mnemonic: The Avatar"
"second_coil_of_bahamut_savage_-_turn_4","4","mnemonic_no_zh: '3）Green Comet' | desc_bad_start: '.' | desc_bad_start: '.' | desc_bad_start: '.'"
"shisui_of_the_violet_tides","3","boss_no_mnemonic: Amikiri | boss_no_mnemonic: Ruby Princess | boss_no_mnemonic: Shisui Yohi"
"sigmascape_v10","1","boss_no_mnemonic: Phantom Train"
"sigmascape_v20","1","boss_no_mnemonic: Chadarnook"
"sigmascape_v30","1","boss_no_mnemonic: Guardian"
"sigmascape_v40","2","boss_no_mnemonic: Kefka | boss_no_mnemonic: God Kefka"
"skydeep_cenote","12","desc_wiki_artifact (File:): 'Gives each player a File:Nuisance icon.png Nuisance debuff with the combat message: You are cursed to be a nuisance to the party.... This debuff cause...' | desc_truncated: 'Gives each player a File:Nuisance icon.png Nuisance debuff with the combat message: You are cursed to be a nuisance to the party.... This debuff cause...' | desc_truncated: 'A telegraphed frontal conal AoE on a random player. Nuisance will cause each player will shoot a narrow untelegraphed conal AoE in front of them once ...' | desc_truncated: 'Feather Ray produces copious bubbles... Numerous bubbles will originate from the boss and slowly move out, requiring players to dodge. The arena will ...' | desc_truncated: 'A current from the east will shift all bubbles west by one position. Players will need to identify the empty spots considering the shift, because each...' | desc_wiki_artifact (File:): 'then Troublesome Tail are used again, giving everyone File:Nuisance icon.png Nuisance.' | desc_truncated: 'Spawns a blue mirror on one wall and a yellow orb on one corner. The boss will jump to a corner adjacent to the yellow orb and aim a telegraphed line ...' | desc_truncated: '(Maulskull draws power from its fists!): One of the boss' fists will begin glowing and make a sound effect, followed by the other one, indicating two ...' | desc_truncated: 'Spawns a blue knockback AoE circle at the north or the arena. Also gives each player a spread marker. Players will need to be knocked back leaning tow...' | desc_truncated: 'The boss summons a large purple cube and punches it, telegraphing three sets of circle AoE. During the third set, either one two green arrow telegraph...' | desc_truncated: 'A combination of Stonecarver half-room cleaves and Skullcrush knockback AoE (without the spread markers). Players will need to be knocked back safely ...' | desc_truncated: 'A blue knockback circle will spawn near a lower corner of the arena. In addition, a stack marker will spawn on a random player. The party will need to...'"
"smileton","3","boss_no_mnemonic: Tortured Tortoise | boss_no_mnemonic: The Face | boss_no_mnemonic: Mister Cheesington"
"snowcloak","6","mnemonic_truncated: '1）B1 Wandil：Cold Wave / Snow Drift / Hypothermal Combustion' | desc_wiki_artifact (File:): 'Summons AoE circles beneath each player. Inflicts a stack of File:Frozen icon1.png Frozen debuff.' | desc_wiki_artifact (File:): 'Deals unavoidable raid-wide damage. Inflicts a stack of File:Frozen icon1.png Frozen. Keep moving to negate the debuff.' | desc_wiki_artifact (File:): 'Arena wide AoE. Inflicts a stack of File:Frozen icon1.png Frozen.' | desc_truncated: 'Summons six untargetable snowballs, each with a point blank AoE. Yeti will breathe on one to two of the snowballs, increasing the size of the snowball...' | desc_truncated: 'Long-duration cast that will instantly knock out any players not hiding behind an icicle. The first time Lunar Cry is cast, you can hide behind any of...'"
"sohm_al_hard","2","desc_truncated: 'Charges in the direction of a target in a line AoE with massive knockback. Used instead of Wild Charge when the boss is buffed, and has the same teleg...' | desc_truncated: 'Randomly marks a party member for a moderate attack with splash damage. Will create lava puddles near point of impact, as well as expanding existing p...'"
"sohr_khai","2","desc_truncated: 'Poqhiraj jumps, becomes untargetable as one might expect, and prepares to land at one end of the corridor using a familiar proximity indicator from ea...' | desc_truncated: 'Hraesvelgr leaves the arena and performs a line AoE across the middle. On the edges, two moving circle AoEs will spawn, so the player must move back t...'"
"stigma_dreamscape","3","boss_no_mnemonic: Magrann | boss_no_mnemonic: Engels | boss_no_mnemonic: Lunar Bahamut"
"stone_vigil","2","mnemonic_truncated: '2）B2 Koshchei：Spiked Tail / Sonic Storm / Typhoon' | desc_truncated: 'is a frontal AoE cone attack that deals a moderate amount of damage and inflicts the debuffs silence Silence and pacification Pacification for 5 secon...'"
"stone_vigil_hard","1","boss_no_mnemonic: Giruveganaus"
"storms_crown","1","boss_no_mnemonic: Barbariccia"
"storms_crown_extreme","1","boss_no_mnemonic: Barbariccia"
"strayborough_deadwalk","10","desc_truncated: 'Spawns a floating head above each player's location. After a few seconds, the head will drop from its spawn location (in a small late telegraphed circ...' | desc_truncated: 'The dolls will begin running through the arena, aiming at certain players. Once each doll reaches the other side, it will run through the arena a seco...' | desc_truncated: 'Four exaflare AoE telegraphs will spawn in the middle, 90 degrees away from each other. This is followed by another set of exaflares in the previously...' | desc_truncated: 'A ghost appears, tethers, and possesses one teacup. Afterward, all of the tea cups will begin spinning multiple times, moving inwards and outwards to ...' | desc_truncated: 'A large blue portal will spawn at the north, indicating a line AoE leaving the sides safe. This attack repeats, summoning two portals at the sides (wi...' | desc_wiki_artifact (File:): 'Träumerei prepares a ward against spirits! Each player will be given a large spread AoE marker. If they are hit by this with File:Ghostly guise icon.p...' | desc_truncated: 'Träumerei prepares a ward against spirits! Each player will be given a large spread AoE marker. If they are hit by this with File:Ghostly guise icon.p...' | desc_truncated: 'Spawns multiple Stray Phantagenitrix at the north wall in two alternating groups. The first group will being floating up and charging a line AoE attac...' | desc_wiki_artifact (File:): 'Träumerei prepares a ward against the living! An attack that will instantly kill anyone without File:Ghostly guise icon.png Ghostly Guise. Players mus...' | desc_truncated: 'Träumerei prepares a ward against the living! An attack that will instantly kill anyone without File:Ghostly guise icon.png Ghostly Guise. Players mus...'"
"striking_tree_extreme","10","desc_wiki_artifact (File:): 'Will target two players: the furthest from the boss and a random player that is not top enmity, with an orange crosshair and then inflict File:Chaos i...' | desc_truncated: 'Will target two players: the furthest from the boss and a random player that is not top enmity, with an orange crosshair and then inflict File:Chaos i...' | desc_truncated: 'Random players and patches of ground will be marked with an AoE. Deals moderate damage and breaks Chaotic Strike. The water on the arena will also ele...' | desc_wiki_artifact (File:): 'The more orbs on the ground, the higher the damage of Ramuh's abilities. Touching an orb gives a stacking buff called File:Electroconductivity icon1.p...' | desc_truncated: 'The more orbs on the ground, the higher the damage of Ramuh's abilities. Touching an orb gives a stacking buff called File:Electroconductivity icon1.p...' | desc_wiki_artifact (File:): 'Untelegraphed AoE tankbuster on the highest enmity player. Will deal lethal damage unless the target has File:Surge protection icon1.png Surge Protect...' | desc_truncated: 'Untelegraphed AoE tankbuster on the highest enmity player. Will deal lethal damage unless the target has File:Surge protection icon1.png Surge Protect...' | desc_truncated: 'Six Grey Arbiter adds will appear around the arena. Players should immediately switch to them, halting DPS on the boss. They shoot lightning beams at ...' | desc_wiki_artifact (File:): 'Tethers 2 players together, inflicting File:Causality icon1.png Causality and File:Thunderclap icon2.png Thunderclap. Every action used inflicts damag...' | desc_truncated: 'Tethers 2 players together, inflicting File:Causality icon1.png Causality and File:Thunderclap icon2.png Thunderclap. Every action used inflicts damag...'"
"striking_tree_hard","8","desc_truncated: 'Random players and patches of ground will be marked with an AoE. Deals moderate damage and breaks Chaotic Strike. Ground Thunderstorms will leave behi...' | desc_wiki_artifact (File:): 'The more orbs on the ground, the higher the damage of Ramuh's abilities. Touching an orb gives a stacking buff called File:Electroconductivity icon1.p...' | desc_truncated: 'The more orbs on the ground, the higher the damage of Ramuh's abilities. Touching an orb gives a stacking buff called File:Electroconductivity icon1.p...' | desc_wiki_artifact (File:): 'Targets a random player and inflicts File:Terror icon1.png Terror on them for ~60s, preventing them from moving or executing actions. Can be freed wit...' | desc_truncated: 'Targets a random player and inflicts File:Terror icon1.png Terror on them for ~60s, preventing them from moving or executing actions. Can be freed wit...' | desc_truncated: 'Three Grey Arbiter adds will appear around the arena. Players should immediately switch to them, halting DPS on the boss. They shoot lightning beams a...' | desc_wiki_artifact (File:): 'Tethers 2 players together, inflicting File:Causality icon1.png Causality. Every action used inflicts damage to the player, with casts causing them to...' | desc_truncated: 'Tethers 2 players together, inflicting File:Causality icon1.png Causality. Every action used inflicts damage to the player, with casts causing them to...'"
"sunken_temple_of_qarn","1","desc_truncated: 'You have been afflicted with Doom... A room-wide AoE that will inflict everyone with a doom Doom (status effect) debuff on your entire party; the debu...'"
"sunken_temple_of_qarn_hard","3","boss_no_mnemonic: Damaged Adjudicator | boss_no_mnemonic: Sabotender Emperatriz | boss_no_mnemonic: Vicegerent to the Warden"
"syrcus_tower","7","mnemonic_truncated: '2）B2 Glasya Labolas：Deathstream / Spiral Spin / Hunter's Moon' | mnemonic_truncated: '4）B4 Xande：Aetherochemical Explosion / Ancient Quaga' | desc_bad_start: ', a high raidwide AoE damage attack.' | desc_truncated: 'is cast on a patch of ground under random players, and can overlap for massive damage and leaves an electrocution Electrocution DoT if hit, Firaga For...' | desc_truncated: ') which will tether to a player and cast mini Mini on them if it hits, at this time strong adds called Kum Kum will spawn which should be grabbed by t...' | desc_bad_start: ', which is the only mechanic in this fight that is likely to kill unsuspecting players.' | desc_bad_start: '.'"
"tamtara_deepcroft","1","mnemonic_truncated: '1）B1 Void Soulcounter：Enthunder / Dark Orb / Comdemnation'"
"temple_of_the_fist","3","boss_no_mnemonic: Ivon Coeurlfist | boss_no_mnemonic: Banh Thi | boss_no_mnemonic: Grand Master Globo"
"thaleia","3","boss_no_mnemonic: Llymlaen | boss_no_mnemonic: Oschon | boss_no_mnemonic: Althyk + Nald"
"thornmarch_extreme","4","mnemonic_no_zh: '3）Sacred Soil' | desc_bad_start: ', creating 2 orange thin-cone markings on the ground.' | desc_bad_start: '.；依預兆走位處理。' | desc_bad_start: ', use Succor, and hope no one dies.；依預兆走位處理。'"
"thousand_maws_of_totorak","2","desc_truncated: 'Graffias targets a random player, dealing minor damage and spawning an untargetable Fleshy Pod add at their position. After a few seconds, the add exp...' | desc_truncated: 'A player will be targeted and a large green poison puddle will be placed at their position that inflicts a Pollen debuff, dealing damage over time to ...'"
"tower_at_paradigms_breach","4","boss_no_mnemonic: Knave | boss_no_mnemonic: Red Girl | boss_no_mnemonic: Warrior of Light | boss_no_mnemonic: Meng Sisters"
"tower_of_babil","3","boss_no_mnemonic: 99th Facet of Strife | boss_no_mnemonic: Anima | boss_no_mnemonic: Lugae & Barnabas"
"twinning","3","boss_no_mnemonic: Magitek Predator | boss_no_mnemonic: Mythril Mountain | boss_no_mnemonic: Magus Sisters"
"underkeep","6","desc_truncated: 'Spawns two sets of untargetable Sand Sphere adds, each of which will use a telegraphed point-blank AoE (Sphere Shatter). The first set has 7 spheres a...' | desc_truncated: 'The boss will brandish its glowing sword to its left or right, while a small purple wave of energy will appear at its feet on that side. It will then ...' | desc_truncated: 'Spawns four untargetable Add Blocks in pairs outside of the arena. These will use a late telegraphed line AoE in front of them, leaving one quadrant o...' | desc_truncated: 'The boss will tether two tiles with magenta tethers and the edge of the south two tiles with blue tethers. The magenta tethers will spawn a magenta or...' | desc_truncated: 'Each player will receive a conal spread marker while multiple conal AoE floor telegraphs will appear. The spread markers and telegraphs will begin exp...' | desc_truncated: 'The boss will face one cardinal and use a late telegraphed 180 degree frontal cleave, while all players receive a spread marker AoE (Hypercharged Ligh...'"
"unmaking","4","desc_truncated: 'The boss faces the voidgate in the background and tethers it with blue arrows, indicating a large late-telegraphed point-blank AoE centered on the por...' | desc_bad_start: ', the boss summons ten orbs around it in a clockwise pattern. The first two orbs will have the last two orbs beneath them. The orbs will each use an u...' | desc_truncated: ', the boss summons ten orbs around it in a clockwise pattern. The first two orbs will have the last two orbs beneath them. The orbs will each use an u...' | desc_truncated: 'Tethers two random players to small portals, which will them follow them and leave a trail of untelegraphed circle AoEs (Endless Chase). Being hit by ...'"
"urths_fount","2","mnemonic_no_zh: '3）Gungnir' | desc_truncated: 'Targets 3 random party members (never the main tank) with a medium circle AoE, dealing magical damage and inflicting a cleanseable 10s slow Slow on al...'"
"vanaspati","3","boss_no_mnemonic: Terminus Snatcher | boss_no_mnemonic: Vakra Aspakas | boss_no_mnemonic: Terminus"
"vanguard","8","desc_truncated: 'Beware the wingblade! The boss will telegraph an AoE (Rapid Rotary) where it will move to the wall and drive in a circle around the arena, while brand...' | desc_truncated: 'Spawns untargetable Explosive Turret and Laser Turret adds, which will use numerous baited circle AoEs (Shock) and line AoEs (Homing Cannon) requiring...' | desc_truncated: 'Spawns six electric barriers in the middle of the arena that persist for the next mechanic. Any player who contacts these will take damage (Electrosta...' | desc_truncated: 'Two rotating persistent conal AoEs, from opposite sides of the boss, and intermittent point-blank and circle AoEs that the party will need to dodge wh...' | desc_wiki_artifact (File:): 'A motion-sensitive bomb has been affixed to you. Gives each player an File:Acceleration bomb icon.png Acceleration Bomb debuff for 12s. Players must n...' | desc_truncated: 'A motion-sensitive bomb has been affixed to you. Gives each player an File:Acceleration bomb icon.png Acceleration Bomb debuff for 12s. Players must n...' | desc_truncated: 'The boss moves to the wall and spawns an orange squiggle through the arena, while four sword markers appear. The boss will travel down the squiggle an...' | desc_truncated: 'Similar to Soulbane Saber from phase 1, but the boss also combos the initial line AoE with either a 180 degree front or rear cleave based on the name ...'"
"voidcast_dais","1","boss_no_mnemonic: Golbez"
"voidcast_dais_extreme","1","boss_no_mnemonic: Golbez"
"void_ark","21","mnemonic_truncated: '1）B1 Cetus (Boss)：Electric Swipe / Body Slam / Immersion' | mnemonic_no_zh: '5）B5 Irminsul：' | desc_truncated: 'Unavoidable party-wide damage combined with watery orbs that appear over several random players. After a few seconds, these orbs will drop onto the fl...' | desc_truncated: 'While the Hybodus are still alive, Cetus will mark a random player with a green crosshair and begin slowly chasing them, dropping circle AoEs behind i...' | desc_truncated: 'Cetus stuns the entire alliance and becomes untargetable, then pulls one party into the center of the arena while pushing the other two parties to the...' | desc_truncated: 'Irminsul and Sawtooth are permanently tethered to each other. When the HP difference between the two grows too large, Sawtooth will drain health from ...' | desc_truncated: 'As the battle starts, both Irminsul and Sawtooth will each gain one of either Ranged Resistance or Magic Resistance buffs, rendering that boss invinci...' | desc_truncated: 'Three random players are marked with large green-yellow circle AoEs. After a short delay, balls of mucus splatter over the targeted players and anyone...' | desc_truncated: 'Irminsul becomes shielded and Invincible to all damage, while Sawtooth slowly charges the attack. At the end of the cast, Sawtooth slams the ground, d...' | desc_truncated: 'Several very weak Ark Ked adds will appear. After a few moments, Sawtooth will bury its heads into the ground and cause large circular rumbling dirt A...' | desc_truncated: 'A circle AoE centered on Irminsul that it uses periodically. Players hit are dealt minor damage and inflicted with poison Poison. This is Irminsul's o...' | desc_truncated: 'An untelegraphed cone attack from Cuchulainn's front. The attack lingers, dealing damage every second and inflicting a stack of poison Poison with eve...' | desc_truncated: 'Cuchulainn lifts the four tentacles at the bottom of his body, then slams them down as line attacks in the diagonal directions from where he's facing....' | desc_truncated: 'Void portals will appear over the raised platforms in the arena, eventually spawning Foobar adds. Cuchulainn gains Physical Stoneskin and Magical Ston...' | desc_truncated: 'Used immediately after Beckon if there are any Foobars in melee range. Cuchulainn devours the Foobar add, instantly killing it and boosting his next a...' | desc_truncated: 'Cuchulainn sprays vomit all over the arena, dealing damage, which can be lessened by standing on the raised platforms. If Cuchulainn had eaten at leas...' | desc_truncated: 'All players are given another stack of the indefinite bleeding Bleeding debuff, and eight Black Phlegm orbs will appear around the arena. These orbs m...' | desc_truncated: 'Echidna leaves the arena and performs one of two attacks: A stack marker on a random player, or several large circle AoEs randomly placed around the a...' | desc_truncated: 'Echidna separates into three targets: Echidna, Sinister, and Dexter. The three pieces will each automatically aggro the tanks from each party (Echidna...' | desc_truncated: 'Used by Dexter and Sinister. Inflicts light damage to players in a small radius around them and inflicts magic vulnerability up 2 Magic Vulnerability ...' | boss_no_mnemonic: Irminsul"
"wanderers_palace","1","desc_truncated: 'is a large circular AoE attack that targets a random player and deals moderate amount of damage and inflicts a debuff that reduces healing received to...'"
"wanderers_palace_hard","4","mnemonic_truncated: '1）B1 Frumious Koheel Ja：Fire Angon' | boss_no_mnemonic: Slithy Zolool Ja | desc_bad_start: ', by kiting him around the outer edge of the boss room.' | desc_bad_start: ', which applies doom Doom (status effect) on random party members looking at him.'"
"weeping_city_of_mhach","7","mnemonic_no_zh: '2）B2 Forgall：' | desc_bad_start: ', a telegraphed point-blank AoE that will inflict Terror on anyone hit, and Dark II, a telegraphed conal AoE that will inflict Heavy on anyone hit.' | boss_no_mnemonic: Forgall | desc_wiki_artifact (</): '|| - Countdown marker</br>- Sheathe your weapon and stop moving until countdown is over.' | desc_truncated: 'sweeps the left or right side of the boss and is visually indicated when either side of her hair turns into a stinger blade. (<font color=""FE8D53"">""Ca...' | desc_truncated: 'will pull you towards the center into three bulb flowers if you're looking at the boss, and will push you away if you're not. (<font color=""FE8D53"">""C...' | desc_truncated: 'will make the boss charge towards the wall, followed by a Haircut. Make sure to watch where her blade is to avoid it. Tanks might want to reposition h...'"
"whorleater_extreme","7","mnemonic_truncated: '3）Spinning Dives followed by a' | desc_bad_start: ', reflecting Physical Ranged damage.；依預兆走位處理。' | desc_bad_start: ', reflecting Magic damage.；依預兆走位處理。' | desc_bad_start: '.；依預兆走位處理。' | desc_wiki_artifact ({{): 'will be debuffed with {{Status effect|debuff|File:Briny Mirror.' | desc_bad_start: '.；依預兆走位處理。' | desc_bad_start: '.；依預兆走位處理。'"
"windurst_the_third_walk","25","desc_truncated: 'The two raised sections will collide with each other. Players should find the largest gap in the four sections and stand near the middle to avoid this...' | desc_truncated: 'A telegraphed donut AoE centered on Shantotto. She will then move to each of the ley lines she tethered to, in order, and repeat the attack with a lat...' | desc_truncated: 'Spawns multiple circle AoE telegraphs and proximity AoEs (Large Specimen) at random locations. One healer will also be marked with a stack marker deal...' | desc_truncated: 'The boss will become briefly untargetable and inflict raid-wide magical damage. After she becomes targetable again, line AoEs and circle AoEs of vario...' | desc_truncated: 'The medusa will spawn four ""exaflare"" telegraphs at the center aimed towards the cardinals, then another set of four exaflares aimed at the intercardi...' | desc_truncated: 'A telegraphed gaze attack from the boss that will inflict an 8-second cleansable petrification petrification. Combined with two sets of crisscrossing ...' | desc_truncated: 'A blue target will spin around the boss. When the cast bar fills and the target stops, the boss will use a late-telegraphed persistent 90 degree cleav...' | desc_truncated: 'Two gauges will appear on each side of the boss (left and right) and each begin filling. The side containing the gauge that fills first will be hit wi...' | desc_truncated: 'The floor will temporarily transform in to a 5x5 grid of blue tiles. Orange crosshairs will move between all the tiles in a pattern, indicating the or...' | desc_truncated: 'The boss will become untargetable while the adds become targetable and must be defeated before the Aetherial Conduit Reserves gauge reaches 100, or th...' | desc_truncated: 'The boss will tether two adds, then the other two. This indicates the order in which the adds will use a massive late-telegraphed point-blank AoE (Ele...' | desc_truncated: 'The miniboss will use five telegraphed conal AoEs with gaps in between them and the rear safe, while each add will use Optic Induration, a telegraphed...' | desc_truncated: 'The miniboss will mark several players with large spread AoE markers dealing magical damage. The adds will use Static Filament, spawning three circle ...' | desc_truncated: 'The boss connects four puddles (two per side) and will transmit purple orbs starting from the center. When the orbs reach the puddles at the end of th...' | desc_truncated: 'The boss spawns an orange ring with four orange rays pointing to its center. A larger, concentric orange ring will collapse inward. When the rings tou...' | desc_truncated: 'Spawns another set of rings, except they will be green with rays pointing outward. The boss will move to a new area, then cast Pestilent Penance, a te...' | desc_truncated: 'If the adds were defeated in time, the arena will return to normal and the boss will receive directional disregard Directional Disregard while it prep...' | desc_truncated: 'Evenly spaced conal Aoe telegraphs with gaps in between. One side of the the boss will also glow green, indicating a half-room cleave on that side tha...' | desc_wiki_artifact (File:): 'Gives all players a 25-second File:Cloak of Waning Light.png Cloak of Waning Light (Your dark resistance has been reduced...) or File:Cloak of Waxing ...' | desc_truncated: 'Gives all players a 25-second File:Cloak of Waning Light.png Cloak of Waning Light (Your dark resistance has been reduced...) or File:Cloak of Waxing ...' | desc_truncated: 'Aether running through the floor threatens to explode! One level of the arena will become light-aspected, while the other level will become dark-aspec...' | desc_truncated: '(no cast bar): Spawns eight towers at the north. Tower will appear red (if empty) or blue (if taken). One random player in each tower will be temporar...' | desc_truncated: 'The boss will use two late-telegraphed line AoEs hitting more than two-thirds of the arena, leaving one corner safe, based on the name of the cast. Fo...' | desc_truncated: 'One head will display a point-blank AoE while the other displays a donut AoE marker, indicating which side of the room will be hit by the respective q...' | desc_truncated: 'Spawns ""exaflare"" circle AoEs at the left and right sides of the arena in an alternating pattern. For visual clarity, the initial AoE markers are also...'"
"windward_wilds","8","desc_truncated: 'The boss raises one of its claws, indicating a wide, late telegraphed line AoE that will hit that side and through its hitbox, leaving its opposite fl...' | desc_truncated: 'The boss will jump to one edge of the arena. It will then charge to the opposite side (with colored cracks on the ground as an indicator), damaging an...' | desc_truncated: 'A telegraphed line AoE with arrows will appear, then gradually cascade outwards in both directions as late telegraphed line AoEs. In later uses of thi...' | desc_truncated: 'The boss will show three line AoE charge telegraphs in sequence. At the end of each charge, a circle AoE telegraph with outward arrows will be briefly...' | desc_truncated: 'Six towers spawn: two tankbuster towers (opposite each other) and four normal towers. When the towers are active, random players will receive two sets...' | desc_truncated: 'Guardian Arkveld gathers energy... Four ""exaflare"" moving circle AoE telegraphs will spawn from the middle, on all cardinals or intercardinals. There ...' | desc_truncated: 'Guardian Arkveld brings its might to bear! The boss deals three hits of raid-wide damage (first two physical, third magical) that should be healed thr...' | desc_truncated: 'The boss spawns a purple line AoE telegraph that will rotate in the direction of the arrows. Get behind the arrows, then spread out, because each play...'"
"windward_wilds_extreme","1","boss_no_mnemonic: Valigarmanda"
"world_of_darkness","8","mnemonic_truncated: '2）B2 Five-headed Dragon：Ice Floor' / The Last Song / Fermata' | desc_bad_start: ', a floor-covering AoE that is split into red and white, which gives a stacking debuff depending on what colour you're standing on.' | desc_bad_start: ', anyone looking in his direction will receive a doom Doom (status effect) debuff that kills you in 10 seconds.' | desc_bad_start: ', signified by a finger and a cone that rotates clockwise around the boss room, occurs when 4 Final Hourglasses spawn at the outer edge of the room.' | desc_bad_start: ', an attack that will do raid-wide damage if not interrupted.' | desc_bad_start: '.' | desc_bad_start: ', another interruptible attack.' | desc_bad_start: ', an untelegraphed radial knockback.'"
"xelphatol","1","desc_truncated: 'Causes the next On Low to be almost instant. On Low is used right after. Cannot be dodged to the side as the cast is instant. The boss runs up to the ...'"
,"2","no_duty_mnemonic | no_bosses"
